ㄹ,지역_소분류,매장명,테마명,장르,난이도,시간,오픈(리뉴얼),비고
서울,노원,플레이포인트랩 노원점,통제구역,문제방,5,60분,2021.04.23,
서울,노원,플레이포인트랩 노원점,타임 크랙,판타지,3,60분,2021.05.01,
서울,수유,더트랩 수유,그녀를 만나기 1시간 전,,3,60분,2021.04.15,
서울,수유,더트랩 수유,드림 팩토리,,2,60분,2021.04.15,
서울,수유,더트랩 수유,박물관을 털어라,,3,60분,2021.04.15,
서울,수유,더트랩 수유,디 테라피,,3.5,60분,2021.04.15,
서울,수유,더트랩 수유,사립고 살인사건,추리,4,60분,2021.04.15,
서울,수유,큐브이스케이프 수유점,Treasure Hunters ① : 우든펍의 비밀,추리/어드벤처,3,60분,2018.06.01,
서울,수유,큐브이스케이프 수유점,Treasure Hunters ② : 빅토리아호의 침몰,추리/어드벤처,3.5,60분,2018.06.01,
서울,수유,큐브이스케이프 수유점,Treasure Hunters ③ : 거미의 둥지,스릴러/어드벤처,4,60분,2018.06.01,
서울,수유,큐브이스케이프 수유점,Traesure Hunters④ : 골든아이,판타지/어드벤처,5,60분,2018.06.01,
서울,수유,큐브이스케이프 수유점,더 큐브,추리/스릴러,4.5,60분,2018.06.01,
서울,수유,큐브이스케이프 수유점,STEPFATHER : 사라진 천사들,추리/스릴러,3.5,60분,2018.06.01,
서울,수유,큐브이스케이프 수유점,집착,추리/공포/스릴러,4,60분,2018.06.01,
서울,종로,셜록홈즈 종각점,숙제,,4,60분,2019.07.24,
서울,종로,셜록홈즈 종각점,호텔: 사라진 다이아몬드,,4,60분,2019.06.26,
서울,종로,셜록홈즈 종각점,프로젝트: 노아,SF 드라마,4,60분,2019.06.26,
서울,종로,셜록홈즈 종각점,빛과 그림자: 화이트의 죽음 2,드라마,3,60분,2019.06.26,
서울,종로,셜록홈즈 종각점,죽음의 신,,5,60분,2019.09.28,
서울,용산,비트포비아 미션브레이크,봉인의 탑: 마법사의 길,판타지,2,60분,2018.07.22,
서울,용산,비트포비아 미션브레이크,시그널 1989,추리,4,60분,2018.07.22,
서울,용산,비트포비아 미션브레이크,시그널 2018,추리,3,60분,2018.07.22,
서울,용산,비트포비아 미션브레이크,신서유기: 용볼회수대작전,임무 탈환,3,60분,2020.01.31,
서울,용산,비트포비아 미션브레이크,신서유기: 신묘한 실종사건,추리,2,60분,2019.12.19,
서울,신림,넥스트에디션 신림점,옛날옛날에,동화,2,60분,2019.12.16,
서울,신림,넥스트에디션 신림점,러버,로맨스,3,60분,2019.12.16,
서울,신림,넥스트에디션 신림점,테스터,추리,4,60분,2020.01.22,
서울,신림,넥스트에디션 신림점,씨프?? XX!!,코믹,4,60분,2020.01.22,
서울,신림,넥스트에디션 신림점,극,극,3,70분,2020.03.05,
서울,신림,더코드 신림점,아파트,,3,60분,2017.05.10,
서울,신림,더코드 신림점,위자 보드: 위험한 장난,,4,60분,2017.05.10,
서울,신림,더코드 신림점,세기의 명화를 훔치는 도둑들,,3,60분,2017.05.10,
서울,신림,더코드 신림점,의문의 동창회,,4,60분,2017.05.10,
서울,신림,더코드 신림점,다시 시작된 살인사건,,4,60분,2017.05.10,
서울,신림,룸엘이스케이프 신림점,악몽,공포,5,70분,2019.09.22,
서울,신림,룸엘이스케이프 신림점,메트로,추리스릴러,3,70분,2019.11.15,
서울,신림,룸엘이스케이프 신림점,아빠 어디가,코믹?,4,50분,2019.10.03,
서울,신림,룸엘이스케이프 신림점,트레져 헌터,판타지,4,70분,2020.02.07,
서울,신림,룸엘이스케이프 신림 3호점,필터,"미스터리,잠입",4,85분,2024.08.17,
서울,신림,비트포비아 신림점,섹스 어필,섹시,3,60분,2017.04.29,
서울,신림,비트포비아 신림점,스윙게이트,탈출 잠입,3,60분,2017.04.29,
서울,신림,비트포비아 신림점,스플릿,스릴러,3,60분,2017.04.29,
서울,신림,비트포비아 신림점,네버랜드를 찾아서,판타지,2,60분,2017.04.29,
서울,신림,셜록홈즈 신림2호점,무속인 살인사건,,4,60분,2019.11.22,
서울,신림,셜록홈즈 신림2호점,빛과 그림자,드라마,3,60분,2019.11.22,
서울,신림,셜록홈즈 신림2호점,도둑들,,4,60분,2019.11.22,
서울,신림,셜록홈즈 신림2호점,미녀와 야수,,2,60분,2019.11.22,
서울,서울대입구,셜록홈즈 서울대입구점,무인도,어드벤처,2,60분,2023.03,
서울,서울대입구,셜록홈즈 서울대입구점,201호 202호,스릴러,3,60분,2023.03,
서울,서울대입구,셜록홈즈 서울대입구점,괴담수집가,"공포, 문제방",4,60분,2023.03,
서울,서울대입구,셜록홈즈 서울대입구점,4,,3,60분,2023.04,
서울,서울대입구,셜록홈즈 서울대입구점,더 헝거: 욕망의 큐브,"아케이드, 문제방",4,60분,2023.04,
서울,서울대입구,셜록홈즈 서울대입구점,TMA,"SF,첩보,야외",3,100분,2023.10.13,동절기 미운영
서울,서울대입구,월투월 방탈출,드림 인베이더,,3,60분,2017.11.25,
서울,서울대입구,월투월 방탈출,지하감옥,,3,60분,2017.11.25,
서울,서울대입구,월투월 방탈출,마법사의 세계,,3,60분,2017.11.25,
서울,서울대입구,월투월 방탈출,이상한 나라의 초대,,2,60분,2017.11.25,
서울,서울대입구,월투월 방탈출,위험한 레시피,,5,60분,2017.11.25,
서울,구로,코난이스케이프 구로디지털단지역점,미대생의 죽음,,3,60분,2016.11.17,
서울,구로,코난이스케이프 구로디지털단지역점,악마를 보았다,,3,60분,2016.11.17,
서울,구로,코난이스케이프 구로디지털단지역점,버스안에서,,3,60분,2016.11.17,
서울,구로,코난이스케이프 구로디지털단지역점,대저택의 비밀,,4,60분,2016.11.17,
서울,구로,코난이스케이프 구로디지털단지역점,의문의 의뢰편지,,3,60분,2020.04.13,
서울,영등포,이스케이프시티 영등포본점,기억의 조각,추리/공포,5,60분,2017.08.19,
서울,영등포,이스케이프시티 영등포본점,좀비 바이러스,모험/스릴러,4,60분,2017.08.19,
서울,영등포,이스케이프시티 영등포본점,마법학교,미스터리/판타지,3,60분,2017.08.19,
서울,영등포,이스케이프시티 영등포본점,스파이,액션/모험,4,60분,2019.04.25,
서울,영등포,이스케이프시티 영등포본점,카지노의 전설,범죄/오락,5,60분,2019.04.13,
서울,영등포,이스케이프시티 영등포본점,다시 만날 수 있을까?,미스터리/로맨스,3,60분,2019.04.18,
서울,영등포,탈출브라더스,달의 제단,판타지,4,60분,2024.03.12,
서울,영등포,탈출브라더스,도둑들,첩보,4,60분,2017.10,
서울,영등포,탈출브라더스,혼: 원혼의 저주,약공포,4,60분,2017.10,
서울,영등포,탈출브라더스,파라오의 비밀,어드벤처,4,60분,2017.10,
서울,영등포,탈출브라더스,지하감옥,스릴러,3,60분,2017.10,
서울,영등포,탈출브라더스,빛과 그림자,드라마,2,60분,2018.11~12,
서울,천호,큐브이스케이프 천호점,더 큐브,추리/스릴러,4.5,60분,2017.12.09,
서울,천호,큐브이스케이프 천호점,더 메이즈,어드벤처/스릴러,4,60분,2017.12.09,
서울,천호,큐브이스케이프 천호점,장기밀매 Part 2,호러,4.5,60분,2017.12.09,
서울,천호,큐브이스케이프 천호점,STEPFATHER : 사라진 천사들,추리/스릴러/호러,3.5,60분,2017.12.09,
서울,천호,큐브이스케이프 천호점,Piggies : 마녀의 꿈,판타지/어드벤처,4,60분,2017.12.09,
서울,천호,큐브이스케이프 천호점,Aphilia : 장미의 비밀,추리/스릴러,4,60분,2017.12.09,
서울,천호,큐브이스케이프 천호점,피고인,추리/스릴러,3,60분,2017.12.09,
서울,이수,도어이스케이프 이수역점,파라오의 석실,,3,60분,2019.05,
서울,이수,도어이스케이프 이수역점,빠삐용,,4,60분,2019.05,
서울,이수,도어이스케이프 이수역점,검은 조직,,4.5,60분,2019.05,
서울,이수,도어이스케이프 이수역점,S.O.S 정글,,4.5,60분,2019.05.22,
서울,왕십리,더코드 왕십리점,도박꾼: 마지막 배팅,,3,60분,2019.06.10,
서울,왕십리,더코드 왕십리점,도둑들#2: 다이아몬드 블루문,,4,60분,2019.06.10,
서울,왕십리,더코드 왕십리점,냉동창고: 살인사건 #2,,4,60분,2019.06.10,
서울,왕십리,더코드 왕십리점,피의 일요일,,2,60분,2019.06.10,
서울,회기,더코드 회기점,강력 1반: 추격자,,4,60분,2018.12.22,
서울,회기,더코드 회기점,다시 시작된 살인사건,,4,60분,2017.09.20,
서울,회기,더코드 회기점,세기의 명화를 훔치는 도둑들,,3,60분,2017.09.20,
서울,회기,더코드 회기점,재즈바 W: 위험한 거래,,3,60분,2017.09.20,
서울,외대,엔터팟,비공식수사,잠입,3.5,180분,2024.04.24,
서울,노량진,셜록홈즈 노량진점,어린 왕자,감성 SF,4,60분,2018.08,
서울,노량진,셜록홈즈 노량진점,빛과 그림자:화이트의 죽음 2,드라마,3,60분,2019.12,
서울,노량진,셜록홈즈 노량진점,중고로운 평화나라,코미디 스릴러,3,60분,2020.07.13,
서울,노량진,셜록홈즈 노량진점,반하셨군요?,,4,60분,2020.07.04,
서울,목동,패닉이스케이프,패닉특수부대,,3,60분,2019.08.14,
서울,목동,패닉이스케이프,매직 아카데미,판타지,5,80분,2023.07.23,
서울,목동,패닉이스케이프,두 얼굴의 영주,,4,60분,2015.12.22,
서울,목동,패닉이스케이프,애로우,,4,60분,2024.04.20,
경기/인천,안양,나비잠 방탈출카페 1호점,범계: 호랑이 계곡,"사극, 어드벤처",3,65분,2022.05.09,
경기/인천,안양,나비잠 방탈출카페 1호점,트러블,일상 판타지,3,70분,2023.01.04,
경기/인천,안양,나비잠 방탈출카페 1호점,몽,"서스펜스,드라마",4,70분,2024.11.07,
경기/인천,안양,나비잠 방탈출카페 2호점,하피스 캔디샵,스릴러,3,75분,2023.09.30,
경기/인천,안양,나비잠 방탈출카페 2호점,블라인드 저스티스,추리,4,75분,2023.12.06,
경기/인천,안양,나비잠 방탈출카페 2호점,로스트 앤 파운드,"액션, 판타지",2,65분,2024.01.30,
경기/인천,안양,다락방방탈출카페 안양점,크라임씬,,3,60분,2018.01.20,
경기/인천,안양,다락방방탈출카페 안양점,혼: 원혼의 저주,,4,60분,2018.01.20,
경기/인천,안양,다락방방탈출카페 안양점,도둑들,,3,60분,2018.01.20,
경기/인천,안양,다락방방탈출카페 안양점,미녀와 야수,,2,60분,2018.01.20,
경기/인천,안양,다락방방탈출카페 안양점,마법사의 세계,,3,60분,2018.01.20,
경기/인천,안양,다락방방탈출카페 안양점,지하감옥,,4,60분,2018.01.20,
경기/인천,안양,래빗 온더 문,러브레터,감성,3,65분,2022.04.20,
경기/인천,안양,래빗 온더 문,의뢰인,잠입,4,70분,2022.05.04,
경기/인천,안양,룸즈에이 안양범계점,띵가띵가,큐트/코믹,3,60분,2021.07.10,
경기/인천,안양,룸즈에이 안양범계점,뽀득뽀득,큐트/목욕,4,60분,2021.07.10,
경기/인천,안양,룸즈에이 안양범계점,커밍순,스토리,4,60분,2021.07.10,
경기/인천,안양,마스터키 안양점,우주대미남,코믹 추리,3,60분,2018.05.12,
경기/인천,안양,마스터키 안양점,사랑과 전쟁,드라마 액션,5,60분,2018.05.04,
경기/인천,안양,마스터키 안양점,운수 좋은 날,감성,3,60분,2018.05.12,
경기/인천,안양,마스터키 안양점,레드럼,스릴러/공포,4,60분,2019.09.26,
경기/인천,안양,마스터키 안양점,데자뷰,스릴러 추리,3,60분,2018.05.04,
경기/인천,안양,셜록홈즈 뉴안양점,웨딩크루즈 살인사건-2탄,,3,60분,2020.08.15,
경기/인천,안양,셜록홈즈 뉴안양점,파노라마,드라마,4,60분,2020.08.15,
경기/인천,안양,셜록홈즈 뉴안양점,파란 지붕집,호러,3,60분,2020.08.15,
경기/인천,안양,셜록홈즈 뉴안양점,노량진 고시생의 사랑-여자편,드라마 감성,4,60분,2020.08.15,
경기/인천,안양,셜록홈즈 뉴안양점,중고로운 평화나라,코미디 스릴러,3,60분,2020.08.15,
경기/인천,안산,도어이스케이프 안산점,마녀의 저주,,4,60분,2016.04.13,
경기/인천,안산,도어이스케이프 안산점,미친 의사,,4.5,60분,2016.05,
경기/인천,안산,도어이스케이프 안산점,빅뱅,,5,60분,2016.04.13,
경기/인천,안산,도어이스케이프 안산점,파라오의 석실,,3,60분,2016.04.13,
경기/인천,안산,도어이스케이프 안산점,검은 조직,,4.5,60분,2016.12.17,
경기/인천,안산,도어이스케이프 안산점,귀곡성,공포,4,60분,2016.12.03,
경기/인천,안산,도어이스케이프 안산점,빠삐용,,4,60분,2016.11,
경기/인천,안산,루트이스케이프 안산점,사라진 여인,추리/미스터리,3,60분,2017.01.09,
경기/인천,안산,루트이스케이프 안산점,사건파일,추리/미스터리,4,60분,2017.01.09,
경기/인천,안산,루트이스케이프 안산점,수상한 미술관,추리/미스터리,3,60분,2017.01.09,
경기/인천,안산,루트이스케이프 안산점,골드 마인,추리/미스터리,4,60분,2017.01.09,
경기/인천,안산,루트이스케이프 안산점,디 아더스,공포,5,60분,2017.01.09,
경기/인천,안산,리버스이스케이프 안산점,빈센트 2023,"추적,드라마",3,60분,2023.10.24,
경기/인천,안산,리버스이스케이프 안산점,이젠 더 이상 필요없어,"성인,드라마,연애",4,70분,2023.11.10,
경기/인천,안산,리버스이스케이프 안산점,귀촌: 숨바꼭질,"공포,스릴러",2,60분,2023.12.23,
경기/인천,안산,리버스이스케이프 안산점,CAFE:REST,"실종, 스릴러",1,40분,2025.01.03,
경기/인천,안산,방탈출꿈소풍 안산 1호점,안산 코노,공포,3,60분,2020.11.11,
경기/인천,안산,방탈출꿈소풍 안산 1호점,꿈꾸는 앨리스,동화,3,70분,2020.11.18,
경기/인천,안산,방탈출꿈소풍 안산 1호점,말콤 앤 매리언:언더커버 미션,미션 잠입 분리,5,60분,2020.12.11,
경기/인천,안산,방탈출꿈소풍 안산 1호점,타로78,"모노룸,힐링,문제방",4,50분/100분/150분/200분,2022.01.03,
경기/인천,안산,방탈출꿈소풍 안산 1호점,브레이크,미션/잠입,4,70분,2023.02.13,
경기/인천,안산,방탈출꿈소풍 안산 2호점,냥냥펀치,일상,4,60분,2022.06.13,
경기/인천,안산,방탈출꿈소풍 안산 2호점,B612,동화,4,80분,2022.07.22,
경기/인천,안산,방탈출꿈소풍 안산 2호점,시민상가철거반,공포,4,80분,2022.09.07,
경기/인천,안산,방탈출꿈소풍 안산 2호점,금GO,잠입/모노룸,3,50분,2023.01.10,
경기/인천,안산,방탈출꿈소풍 안산 2호점,키멘주에이,오컬트 스릴러,3,60분,2024.12.17,
경기/인천,안산,셜록홈즈 안산점,낮밤,"아케이드, 경쟁",3,60분,2023.10.06,
경기/인천,안산,셜록홈즈 안산점,테스트,"SF, 공상과학",4,60분,2023.10.06,
경기/인천,안산,셜록홈즈 안산점,방탈수난기,코믹,4,60분,2023.10.28,
경기/인천,안산,셜록홈즈 안산점,고잔로 108,야외방탈출,3,90분,2023.10.17,
경기/인천,시흥,어클락이스케이프,캔버스,스릴러,5,60분,2024.04.20,
경기/인천,시흥,어클락이스케이프,아틀란티스,어드벤처,4,60분,2024.04.20,
경기/인천,시흥,어클락이스케이프,로스트 밸리,어드벤처,3,60분,2024.04.20,
경기/인천,시흥,어클락이스케이프,인디아나 존스,어드벤처,3,60분,2024.04.20,
경기/인천,시흥,어클락이스케이프,헌신,공포,3,60분,2024.05.12,
경기/인천,시흥,어클락이스케이프,서브타임,감옥,2,60분,2024.07.08,
경기/인천,시흥,어클락이스케이프,헨젤과 그레텔,동화,2,60분,2024.09.16,
경기/인천,군포,시크릿도어,기밀벙커,"추리,서스펜스",3,60분,2022.07.24,
경기/인천,군포,시크릿도어,클로젯,공포,3,60분,2022.07.24,
경기/인천,수원,골든타임이스케이프 1호점,매화,역사,4,65분,2021.08.11,
경기/인천,수원,골든타임이스케이프 1호점,순백향,드라마,4,65분,2021.08.11,
경기/인천,수원,골든타임이스케이프 1호점,수곡리,추리 스릴러,3,60분,2021.11.21,
경기/인천,수원,골든타임이스케이프 1호점,3318,탈옥,3,50분,2021.12.07,
경기/인천,수원,골든타임이스케이프 2호점,그 날의 함성,드라마,3,75분,2024.05.04,
경기/인천,수원,루트이스케이프 수원점,트레져,어드벤처,3,60분,2022.08.26,
경기/인천,수원,루트이스케이프 수원점,나를 찾아줘,드라마,4,60분,2022.08.26,
경기/인천,수원,루트이스케이프 수원점,바디 스네처,공포,4,60분,2022.09.30,
경기/인천,수원,루트이스케이프 수원점,트랩,공포,3,60분,2022.12,
경기/인천,수원,룸즈에이 수원역점,띵가띵가,큐트/코믹,3,60분,2021.11.20,
경기/인천,수원,룸즈에이 수원역점,필활,역사/잠입,4,70분,2021.11.20,
경기/인천,수원,룸즈에이 수원역점,전지적 작가시점,스토리/로맨스,4,60분,2021.11.20,
경기/인천,수원,룸즈에이 수원역점,우당탕탕,큐트/으스스,4,60분,2021.12.02,
경기/인천,수원,룸즈에이 수원역 2호점,평화로운 에이마트,미션/활동성,4,70분,2022.05.26,
경기/인천,수원,룸즈에이 수원역 2호점,슬기로운 지구생활,미션/특수절도,4,70분,2022.05.26,
경기/인천,수원,룸즈에이 수원역 2호점,귀빈(손님대접),설화/괴담,4,60분,2022.07.07,
경기/인천,수원,룸즈에이 수원역 2호점,호텔 캘리포니아,스릴러/보물찾기,4,60분,2022.08.02,
경기/인천,수원,리멤버방탈출 수원점,벨: 사소한 사실들,동화,3,60분,2020.04.29,
경기/인천,수원,리멤버방탈출 수원점,호텔: 1408호,스릴러,4,60분,2020.04.29,
경기/인천,수원,리멤버방탈출 수원점,해리포터 맨드레이크의 비밀,판타지,2,60분,2020.04.29,
경기/인천,수원,리멤버방탈출 수원점,리멤버,공포,3,60분,2020.05,
경기/인천,수원,메타이스케이프,에버드림,환상동화,3,75분,2022.12.09,
경기/인천,수원,메타이스케이프,아케이드맨,아케이드 게임 페스티벌,4,70분,2022.12.09,
경기/인천,수원,메타이스케이프,무저갱: 사라진 사람들,미스터리 서스펜스,4,90분,2022.12.15,
경기/인천,수원,메타이스케이프,투제트,조력수사,3,60분,2023.02.07,
경기/인천,수원,방탈출넘버원,리포트,,4.5,60분,2017.11.15,
경기/인천,수원,방탈출넘버원,해적선,,4,60분,2017.07,
경기/인천,수원,방탈출넘버원,레시피,,3,60분,2017.04,
경기/인천,수원,방탈출넘버원,아더스,,4,60분,2017.03,
경기/인천,수원,방탈출넘버원,골드마인,,5,60분,2017.04,
경기/인천,수원,방탈출탐정,여고괴담,,5,60분,2016.04,
경기/인천,수원,방탈출탐정,사라진 피카소,,3,60분,2016.04,
경기/인천,수원,방탈출탐정,스토커,,3,60분,2016.04,
경기/인천,수원,방탈출탐정,크라임씬 화이트의 죽음,,5,60분,2017.05,
경기/인천,수원,상상의문 수원점,직박구리: 남친 탐구 생활,코믹,3,70분,2023.11.11,
경기/인천,수원,상상의문 수원점,복도끝,공포,4,75분,2023.11.16,
경기/인천,수원,상상의문 수원점,혼숨,미스터리/스릴러,3,70분,2023.12,
경기/인천,수원,상상의문 수원점,DKDK컴퍼니,판타지/코미디,4,80분,2023.12.31,
경기/인천,수원,상상의문 수원점,영안실,공포,4,80분,2024.02.10,
경기/인천,수원,상상의문 수원점,퍼펫쇼,미스터리,3,70분,2024.02.22,
경기/인천,수원,셜록홈즈 수원역점,1980 레트로 게임룸,아케이드,3,60분,2024.05.30,
경기/인천,수원,셜록홈즈 수원역점,발사까지 59분 59초,아케이드,3,60분,2024.05.30,
경기/인천,수원,셜록홈즈 수원역점,022,"아케이드,문제방",4,60분,2024.05.30,
경기/인천,수원,셜록홈즈 수원역점,유작,드라마,3,60분,2024.05.30,
경기/인천,수원,셜록홈즈 수원역점,세계날씨본부,코믹,3,60분,2024.06.05,
경기/인천,수원,셜록홈즈 수원역점,인형의 집,호러,3,60분,2024.07,
경기/인천,수원,셜록홈즈 수원역점,괴담수집가_김민지괴담,문제방,4,60분,2024.08.01,
경기/인천,수원,소우주 방탈출,풀 문,판타지,3,75분,2020.11.20,
경기/인천,수원,소우주 방탈출,도고,?,2,60분,2020.11.20,
경기/인천,수원,소우주 방탈출,마지막 유산,미스터리/스릴러,4,60분,2020.12.11,
경기/인천,수원,소우주 방탈출,영 포에버,코믹,4,70분,2021.02.04,
경기/인천,수원,소우주 방탈출,방과후 추리반 EP1.여고생 살인사건,추리,3,70분,2022.05.13,
경기/인천,수원,소우주 방탈출,방과후 추리반 EP2.여고생 실종사건,추리,4,70분,2022.06.26,
경기/인천,수원,소우주 방탈출,스핀오프,?,3,70분,2022.08.22,
경기/인천,수원,시그널헌터 광교중앙점,G. 갤러리,액션 하이스트,3,60분,2019.04.01,
경기/인천,수원,시그널헌터 광교중앙점,쥬라기 프로젝트,SF 어드벤처,4,60분,2019.09.16,
경기/인천,수원,시그널헌터 광교중앙점,서대문형무소,드라마/팩션,4,60분,2019.06.22,
경기/인천,수원,시그널헌터 광교중앙점,추적자,공포 스릴러,4,60분,2019.04.01,
경기/인천,수원,시그널헌터 광교중앙점,머미,액션 어드벤처,4,60분,2019.12.17,
경기/인천,수원,싸인이스케이프 성대역점,우울증,,3,60분,2016.10.24,
경기/인천,수원,싸인이스케이프 성대역점,각성,,4,60분,2016.11.12,
경기/인천,수원,싸인이스케이프 성대역점,인턴,,5,60분,2016.11,
경기/인천,수원,싸인이스케이프 성대역점,자멜신부의 비밀,,3,60분,2016.12.25,
경기/인천,수원,싸인이스케이프 성대역점,고시텔(3층),,5,60분,2016.12.03,
경기/인천,수원,싸인이스케이프 인계점,트라이 위저드,,3,60분,2018.01.04,
경기/인천,수원,싸인이스케이프 인계점,악은 어디에나 존재한다,,4,60분,2018.03.16,
경기/인천,수원,싸인이스케이프 인계점,신비의 베이커리,,4,60분,2018.05.15,
경기/인천,수원,싸인이스케이프 인계점,게이트:CCZ(EPISODE 1),약한공포/어드벤처,5,95분,2019.01.31,
경기/인천,수원,싸인이스케이프 인계점,NEW,,4,65분,2024.04.19,
경기/인천,수원,엑스케이프 수원점,기묘한 날개짓,추리/스릴러,3,60분,2017.11.30,
경기/인천,수원,엑스케이프 수원점,인지상점,잠입수사/드라마,4,70분,2023.11,
경기/인천,수원,엑스케이프 수원점,501동 사람들,드라마/서스펜스,4,70분,2019.06.01,
경기/인천,수원,엑스케이프 수원점,숨바꼭질,추리/스릴러,4,60분,2018.05.30,
경기/인천,수원,엑스케이프 수원점,제물의 밤,미스터리/판타지,3,60분,2017.05.27,
경기/인천,수원,이스케이프탑 수원점,마법사: 미로의 방,,3/10,60분,2018.02,
경기/인천,수원,이스케이프탑 수원점,쥬라기S: 바이러스,,5/10,60분,2018.02,
경기/인천,수원,이스케이프탑 수원점,더미러:싸이코패스,,10/10,60분,2018.02,
경기/인천,수원,이스케이프탑 수원점,프리즌: 수감번호 1508,,6/10,60분,2018.02,
경기/인천,수원,이스케이프탑 수원점,여고괴담,,4/10,60분,2018.02,
경기/인천,수원,이스케이프탑 수원점,젠틀맨: 요원의 자격,,2/10,60분,2018.02,
경기/인천,수원,이스케이프탑 수원점,미션: 폭탄제거,,2/10,60분,2018.02,
경기/인천,수원,이스케이프탑 수원점,해적:저주받은 캐리비호,,5/10,60분,2018.02,
경기/인천,화성,리버스이스케이프 향남점,놀부 살인사건,"추리, 미스터리",4,60분,2021.01.01,
경기/인천,화성,리버스이스케이프 향남점,화원 살인사건,"추리, 스릴러",3,60분,2022.11,
경기/인천,화성,리버스이스케이프 향남점,목소리,스릴러,3,60분,2022.11,
경기/인천,화성,마스터키프라임 동탄점,인스톨,SF 공상과학,4,60분,2021.01.08,
경기/인천,화성,마스터키프라임 동탄점,페이소스,드라마 스토리,4,60분,2021.01.08,
경기/인천,화성,마스터키프라임 동탄점,우가우가,판타지,3,60분,2021.02.10,
경기/인천,화성,마스터키프라임 동탄점,종이왕국,판타지,3,60분,2021.02.10,
경기/인천,화성,무비이스케이프 동탄북광장점,나홀로 집에,가족/액션,4/6,60분,2018.11,
경기/인천,화성,무비이스케이프 동탄북광장점,춘향전,동화,4/6,60분,2019.01,
경기/인천,화성,무비이스케이프 동탄북광장점,찰리와 초콜릿 공장,가족/판타지,5/6,60분,2019.12.29,
경기/인천,화성,무비이스케이프 동탄북광장점,몬스터하우스,추리/미스터리,4/6,60분,2021.06.21,
경기/인천,화성,무비이스케이프 동탄남광장점,코코,판타지,하버전 3 상버전 3.5,60분,2022.05.05,
경기/인천,화성,무비이스케이프 동탄남광장점,설국열차,,하버전 3.5 상버전 4,60분,2022.07.04,
경기/인천,화성,무비이스케이프 동탄남광장점,악마는 프라다를 입는다,코믹,하버전 3.5 상버전 4.5,60분,2023.01.17,
경기/인천,화성,무비이스케이프 동탄남광장점,잊지 못할 하루,드라마,하버전 4 상버전 5,60분,2023.10,
경기/인천,화성,셜록홈즈 동탄점,던전을 부탁해,판타지,4,60분,2020.02.15,
경기/인천,화성,셜록홈즈 동탄점,좀비여친,,3,60분,2020.02.15,
경기/인천,화성,셜록홈즈 동탄점,호텔: 사라진 다이아몬드,,4,60분,2020.02.15,
경기/인천,화성,셜록홈즈 동탄점,지옥의 배달부,판타지,3,60분,2020.02.15,
경기/인천,화성,셜록홈즈 동탄점,거짓말,감성,3,60분,2020.02.28,
경기/인천,화성,셜록홈즈 동탄점,귀신이 산다,공포체험,4,70분,2020.03.03,
경기/인천,화성,시그널헌터 동탄점,닥터 좀비,SF 스릴러,5,60분,2018.10.26,
경기/인천,화성,시그널헌터 동탄점,증발: 그 여자의 방,공포 스릴러,4,60분,2018.10.26,
경기/인천,화성,시그널헌터 동탄점,머미,판타지/어드벤처,3,60분,2018.10.26,
경기/인천,화성,시그널헌터 동탄점,엑스파일,SF 미스터리,5,60분,2018.12,
경기/인천,화성,시그널헌터 동탄점,인생극장,코믹 액션,4,60분,2020.03,
경기/인천,평택,루트이스케이프 평택점,나를 찾아줘,드라마,4,60분,2022.01.13,
경기/인천,평택,루트이스케이프 평택점,바디 스네처,공포,4,60분,2022.01.13,
경기/인천,평택,루트이스케이프 평택점,루2지,,3,60분,2022.04.04,
경기/인천,평택,루트이스케이프 평택점,트레저,어드벤처,3,60분,2022.06,
경기/인천,평택,플레이더월드 평택점,쌩얼,연애 드라마,3,60분,2020.04.01,
경기/인천,평택,플레이더월드 평택점,집으로,스릴러 추리,3,60분,2020.04.01,
경기/인천,평택,플레이더월드 평택점,MSI 미제사건전담반,추리 코믹 액션,4,60분,2020.04.01,
경기/인천,평택,플레이더월드 평택점,대탈출2,액션 어드벤처,4,60분,2020.04.01,
경기/인천,평택,플레이더월드 평택점,사귀,공포,4,60분,2020.05.07,
경기/인천,평택,플레이더월드 평택점,시간 전당포,드라마 추리,5,60분,2020.05.04,
경기/인천,평택,셜록홈즈 평택점,반 고흐의 방,,3,60분,2020.05.18,
경기/인천,평택,셜록홈즈 평택점,혼: 원혼의 저주,,4,60분,2020.05.18,
경기/인천,평택,셜록홈즈 평택점,도둑들,,4,60분,2020.05.18,
경기/인천,평택,셜록홈즈 평택점,미녀와 야수,,3,60분,2020.05.18,
경기/인천,평택,셜록홈즈 평택점,지옥의 배달부,판타지,3,60분,2020.05.18,
경기/인천,평택,ESC 평택점,수상한 병원,,6,60분,2016.06.25,
경기/인천,평택,ESC 평택점,The Last Gamble,,4,60분,2016.06.25,
경기/인천,평택,ESC 평택점,데드 넘버,,4,60분,2016.06.25,
경기/인천,평택,ESC 평택점,냥냥랜드,,3,60분,2022.10.01,
경기/인천,평택,ESC 평택점,헨젤과 그레텔,,3,60분,2016.06.25,
경기/인천,용인,셜록홈즈 용인동백점,디핵스,문제방,3,60분,2024.01.01,
경기/인천,용인,셜록홈즈 용인동백점,그레텔,스릴러,2,60분,2024.01.01,
경기/인천,용인,셜록홈즈 용인동백점,뮤직팩토리,"아케이드, 문제방",3,60분,2024.01.01,
